,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,Month,TempDiff,PressureDiff,CloudDiff,WindSpeedDiff,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,WindGustDir_cos,WindGustDir_sin,Date_cos,Date_sin
30177,Sydney,16.4,23.9,0.0,6.4,8.0,,,WNW,E,9.0,26.0,78.0,53.0,1017.6,1015.3,7.0,8.0,18.9,23.7,No,No,0.0,Feb,7.5,-2.300000000000068,1.0,17.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30178,Sydney,18.9,27.3,0.0,6.8,6.7,,,N,NE,7.0,24.0,68.0,67.0,1010.7,1007.5,7.0,7.0,22.9,24.7,No,Yes,14.4,Feb,8.400000000000002,-3.2000000000000455,0.0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30179,Sydney,18.4,22.8,14.4,7.0,3.3,,,S,S,24.0,30.0,87.0,70.0,1009.2,1011.7,8.0,7.0,20.9,21.0,Yes,Yes,3.0,Feb,4.400000000000002,2.5,-1.0,6.0,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16
30180,Sydney,16.9,24.3,3.0,3.2,8.7,,,SSW,SSE,15.0,19.0,81.0,51.0,1017.2,1016.5,7.0,1.0,18.4,23.3,Yes,No,0.0,Feb,7.400000000000002,-0.7000000000000455,-6.0,4.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
30181,Sydney,18.3,24.4,0.0,6.2,8.5,,,SW,SSE,19.0,22.0,80.0,56.0,1020.2,1018.9,7.0,3.0,19.5,23.8,No,No,0.0,Feb,6.099999999999998,-1.3000000000000682,-4.0,3.0,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475
30182,Sydney,16.7,24.1,0.0,6.2,8.8,,,WNW,SSE,11.0,26.0,77.0,52.0,1023.0,1022.6,7.0,6.0,19.8,23.3,No,No,0.0,Feb,7.400000000000002,-0.39999999999997726,-1.0,15.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30183,Sydney,19.5,24.8,0.0,7.6,3.2,,,SE,ESE,13.0,24.0,63.0,62.0,1024.7,1023.1,7.0,7.0,21.8,23.4,No,No,0.0,Feb,5.300000000000001,-1.6000000000000227,0.0,11.0,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476
30184,Sydney,18.6,25.3,0.0,4.2,4.5,,,SSE,ENE,13.0,24.0,70.0,59.0,1021.7,1019.4,7.0,6.0,21.2,23.8,No,No,0.0,Feb,6.699999999999999,-2.300000000000068,-1.0,11.0,-0.9238795325112867,0.3826834323650899,-0.9238795325112867,0.3826834323650899,-0.9238795325112867,0.3826834323650899,-0.9238795325112867,0.3826834323650899
30185,Sydney,19.0,24.8,0.0,5.2,7.5,,,WNW,E,7.0,17.0,79.0,65.0,1018.0,1015.4,7.0,7.0,20.8,23.4,No,No,0.0,Feb,5.800000000000001,-2.6000000000000227,0.0,10.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30186,Sydney,18.3,26.4,0.0,4.6,11.1,,,W,E,13.0,22.0,80.0,60.0,1013.4,1010.8,3.0,1.0,21.3,25.2,No,No,0.0,Feb,8.099999999999998,-2.6000000000000227,-2.0,9.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30187,Sydney,20.6,26.8,0.0,6.8,6.4,,,WNW,SE,4.0,15.0,86.0,62.0,1011.4,1009.7,7.0,7.0,22.1,24.9,No,No,0.4,Feb,6.199999999999999,-1.6999999999999318,0.0,11.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30188,Sydney,19.1,25.4,0.4,4.4,9.4,,,WNW,E,11.0,28.0,77.0,66.0,1009.2,1003.1,4.0,1.0,22.3,24.9,No,No,0.0,Feb,6.299999999999997,-6.100000000000023,-3.0,17.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30189,Sydney,20.5,26.0,0.0,6.6,12.2,,,WSW,ESE,20.0,24.0,38.0,45.0,1007.4,1007.0,1.0,1.0,22.5,24.0,No,No,0.0,Feb,5.5,-0.39999999999997726,0.0,4.0,-0.3826834323650895,-0.9238795325112868,-0.3826834323650895,-0.9238795325112868,-0.3826834323650895,-0.9238795325112868,-0.3826834323650895,-0.9238795325112868
30190,Sydney,16.5,28.3,0.0,8.6,12.0,,,WNW,ESE,11.0,24.0,48.0,40.0,1007.9,1008.0,0.0,0.0,21.2,26.1,No,No,0.0,Feb,11.8,0.10000000000002274,0.0,13.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30191,Sydney,20.5,24.2,0.0,8.6,1.5,,,E,E,15.0,20.0,58.0,54.0,1017.5,1016.9,7.0,7.0,21.6,23.5,No,No,0.0,Feb,3.6999999999999993,-0.6000000000000227,0.0,5.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0
30192,Sydney,19.3,26.2,0.0,3.6,8.4,,,WSW,E,2.0,28.0,73.0,65.0,1018.3,1015.6,1.0,6.0,23.0,25.8,No,Yes,22.2,Feb,6.899999999999999,-2.699999999999932,5.0,26.0,-0.3826834323650895,-0.9238795325112868,-0.3826834323650895,-0.9238795325112868,-0.3826834323650895,-0.9238795325112868,-0.3826834323650895,-0.9238795325112868
30193,Sydney,19.0,29.0,22.2,8.2,3.3,,,,NNE,0.0,15.0,82.0,52.0,1014.1,1010.6,7.0,7.0,21.3,24.7,Yes,Yes,4.2,Feb,10.0,-3.5,0.0,15.0,,,,,,,,
30194,Sydney,17.9,21.4,4.2,4.2,0.0,,,S,ESE,20.0,9.0,77.0,88.0,1010.0,1010.1,8.0,8.0,20.4,19.2,Yes,Yes,33.0,Feb,3.5,0.10000000000002274,0.0,-11.0,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16
30195,Sydney,14.7,20.6,33.0,7.0,8.9,,,SW,S,24.0,28.0,65.0,51.0,1015.3,1015.6,5.0,3.0,17.1,19.9,Yes,No,0.2,Feb,5.900000000000002,0.3000000000000682,-2.0,4.0,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475
30196,Sydney,12.8,22.0,0.2,6.2,11.3,,,W,SSE,19.0,31.0,55.0,46.0,1020.9,1020.6,0.0,1.0,15.9,21.2,No,Yes,5.4,Mar,9.2,-0.2999999999999545,1.0,12.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30197,Sydney,14.2,23.4,5.4,6.4,7.3,,,W,SE,13.0,17.0,93.0,54.0,1026.2,1025.2,7.0,2.0,15.1,22.4,Yes,No,0.2,Mar,9.2,-1.0,-5.0,4.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30198,Sydney,15.0,23.1,0.2,2.6,11.2,,,W,ENE,15.0,19.0,78.0,57.0,1025.8,1022.5,1.0,1.0,18.2,22.5,No,No,0.0,Mar,8.100000000000001,-3.2999999999999545,0.0,4.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30199,Sydney,15.5,25.4,0.0,6.8,11.3,,,WNW,E,9.0,19.0,77.0,57.0,1020.5,1018.6,0.0,2.0,18.7,23.8,No,No,0.0,Mar,9.899999999999999,-1.8999999999999773,2.0,10.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30200,Sydney,18.7,25.8,0.0,6.0,8.7,,,S,ESE,19.0,22.0,72.0,64.0,1024.8,1024.2,6.0,3.0,22.6,24.1,No,No,0.0,Mar,7.100000000000001,-0.599999999999909,-3.0,3.0,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16
30201,Sydney,19.6,26.0,0.0,5.0,10.4,,,N,ENE,11.0,19.0,67.0,65.0,1024.2,1019.8,1.0,1.0,22.1,24.7,No,No,0.0,Mar,6.399999999999999,-4.400000000000091,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30202,Sydney,19.9,24.9,0.0,7.6,4.5,,,SSW,SSE,13.0,24.0,83.0,75.0,1021.3,1020.7,5.0,7.0,22.9,23.3,No,Yes,17.4,Mar,5.0,-0.599999999999909,2.0,11.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
30203,Sydney,16.5,24.8,17.4,6.0,9.6,,,WNW,E,9.0,22.0,88.0,71.0,1023.4,1022.3,1.0,2.0,18.8,21.5,Yes,No,0.0,Mar,8.3,-1.1000000000000227,1.0,13.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30204,Sydney,16.4,24.3,0.0,4.6,10.2,,,W,E,9.0,19.0,82.0,64.0,1025.5,1025.2,1.0,2.0,19.7,23.8,No,No,0.0,Mar,7.900000000000002,-0.2999999999999545,1.0,10.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30205,Sydney,19.3,26.3,0.0,4.6,10.8,,,WNW,NE,9.0,24.0,76.0,50.0,1025.1,1022.5,1.0,0.0,22.9,25.5,No,No,0.0,Mar,7.0,-2.599999999999909,-1.0,15.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30206,Sydney,18.6,26.1,0.0,7.6,11.3,,,ENE,E,2.0,20.0,72.0,58.0,1022.0,1021.4,0.0,0.0,21.9,26.0,No,No,0.0,Mar,7.5,-0.6000000000000227,0.0,18.0,0.38268343236508984,0.9238795325112867,0.38268343236508984,0.9238795325112867,0.38268343236508984,0.9238795325112867,0.38268343236508984,0.9238795325112867
30207,Sydney,19.3,26.4,0.0,7.0,11.1,,,W,NE,7.0,22.0,77.0,60.0,1021.9,1018.8,1.0,1.0,22.2,25.0,No,No,0.0,Mar,7.099999999999998,-3.1000000000000227,0.0,15.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30208,Sydney,19.2,26.1,0.0,6.0,10.6,,,WNW,ESE,6.0,20.0,84.0,69.0,1019.7,1019.0,1.0,4.0,22.4,25.3,No,No,0.0,Mar,6.900000000000002,-0.7000000000000455,3.0,14.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30209,Sydney,18.8,26.0,0.0,5.4,11.0,,,W,ENE,9.0,24.0,84.0,62.0,1022.8,1020.0,3.0,1.0,21.8,25.7,No,No,0.0,Mar,7.199999999999999,-2.7999999999999545,-2.0,15.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30210,Sydney,19.3,26.1,0.0,7.0,11.3,,,NW,ENE,2.0,20.0,80.0,64.0,1022.1,1020.9,1.0,1.0,22.5,25.6,No,No,0.0,Mar,6.800000000000001,-1.2000000000000455,0.0,18.0,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477
30211,Sydney,19.7,25.8,0.0,5.6,10.1,,,W,E,7.0,24.0,81.0,69.0,1024.6,1022.6,2.0,2.0,22.8,24.7,No,No,0.0,Mar,6.100000000000001,-1.9999999999998863,0.0,17.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30212,Sydney,19.5,25.7,0.0,6.4,10.0,,,WNW,,4.0,,82.0,60.0,1024.8,1022.8,4.0,1.0,22.0,25.4,No,No,0.0,Mar,6.199999999999999,-2.0,-3.0,,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30213,Sydney,19.0,26.7,0.0,8.0,9.7,,,N,ENE,11.0,20.0,73.0,58.0,1023.3,1020.0,0.0,2.0,22.2,25.6,No,No,0.0,Mar,7.699999999999999,-3.2999999999999545,2.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30214,Sydney,19.9,26.9,0.0,6.6,6.3,,,SSE,E,7.0,13.0,70.0,60.0,1021.2,1019.4,5.0,7.0,23.9,24.9,No,No,0.0,Mar,7.0,-1.8000000000000682,2.0,6.0,-0.9238795325112867,0.3826834323650899,-0.9238795325112867,0.3826834323650899,-0.9238795325112867,0.3826834323650899,-0.9238795325112867,0.3826834323650899
30215,Sydney,19.7,28.1,0.0,6.0,10.4,,,NNE,NE,6.0,17.0,70.0,58.0,1014.3,1009.6,2.0,2.0,23.5,27.6,No,No,1.0,Mar,8.400000000000002,-4.699999999999932,0.0,11.0,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898
30216,Sydney,17.7,19.6,1.0,7.0,0.0,,,S,SSW,26.0,22.0,87.0,80.0,1017.3,1018.9,8.0,8.0,17.8,18.4,No,Yes,2.2,Mar,1.9000000000000021,1.6000000000000227,0.0,-4.0,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16
30217,Sydney,16.9,23.2,2.2,2.2,0.6,,,ESE,E,24.0,30.0,81.0,60.0,1022.8,1022.2,7.0,7.0,19.6,21.7,Yes,No,0.4,Mar,6.300000000000001,-0.599999999999909,0.0,6.0,-0.3826834323650897,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897,0.9238795325112867
30218,Sydney,16.3,24.8,0.4,4.0,6.1,,,WNW,ESE,9.0,13.0,82.0,57.0,1023.1,1020.6,5.0,6.0,18.5,24.8,No,Yes,17.0,Mar,8.5,-2.5,1.0,4.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30219,Sydney,18.5,24.3,17.0,2.6,8.0,,,NNW,ENE,7.0,26.0,95.0,72.0,1018.7,1015.3,6.0,2.0,19.9,23.3,Yes,No,0.4,Mar,5.800000000000001,-3.400000000000091,-4.0,19.0,0.9238795325112868,-0.38268343236508956,0.9238795325112868,-0.38268343236508956,0.9238795325112868,-0.38268343236508956,0.9238795325112868,-0.38268343236508956
30220,Sydney,19.8,27.5,0.4,6.4,2.5,,,NE,NNW,4.0,17.0,81.0,58.0,1011.1,1006.9,5.0,7.0,21.4,27.0,No,Yes,19.0,Mar,7.699999999999999,-4.2000000000000455,2.0,13.0,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475
30221,Sydney,17.0,27.2,19.0,2.4,10.5,,,,NW,0.0,6.0,76.0,38.0,1008.9,1007.9,1.0,5.0,20.5,27.1,Yes,No,0.0,Mar,10.2,-1.0,4.0,6.0,,,,,,,,
30222,Sydney,15.0,23.6,0.0,5.8,11.0,,,W,ESE,20.0,19.0,52.0,42.0,1014.7,1013.4,1.0,1.0,17.5,21.8,No,No,0.0,Mar,8.600000000000001,-1.3000000000000682,0.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30223,Sydney,15.2,21.7,0.0,2.6,8.3,,,SSW,SE,13.0,17.0,71.0,51.0,1017.1,1016.2,4.0,3.0,18.3,21.2,No,No,0.2,Mar,6.5,-0.8999999999999773,-1.0,4.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
30224,Sydney,14.4,22.9,0.2,4.8,9.3,,,W,E,15.0,15.0,85.0,65.0,1015.4,1011.2,3.0,2.0,16.7,21.7,No,No,0.0,Mar,8.499999999999998,-4.199999999999932,-1.0,0.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30225,Sydney,13.1,26.8,0.0,4.6,10.9,,,W,WNW,22.0,15.0,61.0,22.0,1013.0,1009.0,0.0,1.0,16.9,25.9,No,No,0.0,Mar,13.700000000000001,-4.0,1.0,-7.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30226,Sydney,13.5,25.6,0.0,5.8,10.4,,,WNW,WNW,9.0,17.0,57.0,31.0,1015.0,1012.5,4.0,1.0,16.3,24.9,No,No,0.0,Mar,12.100000000000001,-2.5,-3.0,8.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30227,Sydney,13.7,23.9,0.0,6.6,11.0,,,W,ESE,20.0,15.0,55.0,54.0,1023.0,1021.5,1.0,1.0,16.7,23.3,No,No,0.0,Apr,10.2,-1.5,0.0,-5.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30228,Sydney,14.1,28.7,0.0,3.8,10.5,,,W,N,6.0,22.0,75.0,34.0,1019.0,1012.4,1.0,7.0,17.8,28.0,No,No,0.0,Apr,14.6,-6.600000000000023,6.0,16.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30229,Sydney,16.4,22.2,0.0,10.6,9.7,,,SW,WSW,26.0,20.0,42.0,21.0,1009.9,1010.8,6.0,1.0,16.6,21.2,No,No,0.0,Apr,5.800000000000001,0.8999999999999773,-5.0,-6.0,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475
30230,Sydney,11.2,22.2,0.0,7.6,10.6,,,W,E,24.0,15.0,47.0,37.0,1020.8,1019.2,1.0,0.0,13.9,21.0,No,No,0.0,Apr,11.0,-1.599999999999909,-1.0,-9.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30231,Sydney,11.6,22.7,0.0,4.2,10.7,,,WNW,E,13.0,17.0,71.0,50.0,1024.5,1023.4,0.0,1.0,15.2,21.0,No,No,0.0,Apr,11.1,-1.1000000000000227,1.0,4.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
30232,Sydney,13.1,22.7,0.0,3.6,6.4,,,W,ESE,13.0,20.0,71.0,55.0,1027.2,1024.6,5.0,6.0,17.7,22.1,No,Yes,12.0,Apr,9.6,-2.6000000000001364,1.0,7.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30233,Sydney,15.3,22.0,12.0,3.2,4.7,,,SSW,SSE,11.0,15.0,83.0,70.0,1026.3,1024.2,5.0,6.0,18.2,19.8,Yes,Yes,9.6,Apr,6.699999999999999,-2.099999999999909,1.0,4.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
30234,Sydney,14.6,22.1,9.6,5.4,5.1,,,SE,SE,20.0,17.0,86.0,75.0,1026.5,1024.1,6.0,6.0,17.0,18.9,Yes,Yes,22.8,Apr,7.500000000000002,-2.400000000000091,0.0,-3.0,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476
30235,Sydney,15.6,22.2,22.8,5.4,5.8,,,W,E,13.0,20.0,96.0,62.0,1024.6,1021.4,7.0,5.0,16.3,21.1,Yes,Yes,2.2,Apr,6.6,-3.199999999999932,-2.0,7.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30236,Sydney,13.8,22.7,2.2,3.6,10.6,,,W,E,15.0,15.0,77.0,60.0,1022.1,1019.7,5.0,1.0,18.7,21.9,Yes,No,0.0,Apr,8.899999999999999,-2.3999999999999773,-4.0,0.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30237,Sydney,14.1,23.5,0.0,3.2,8.9,,,W,E,15.0,15.0,83.0,61.0,1020.1,1017.5,4.0,2.0,17.1,22.1,No,No,0.0,Apr,9.4,-2.6000000000000227,-2.0,0.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
30238,Sydney,14.0,23.8,0.0,4.0,7.8,,,W,E,11.0,9.0,79.0,59.0,1018.6,1016.0,7.0,4.0,17.6,22.2,No,No,0.0,Apr,9.8,-2.6000000000000227,-3.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
